,movieId,directors,actors
1474,2406,Robert Zemeckis,Michael Douglas|Kathleen Turner|Danny DeVito
1475,2407,Ron Howard,Don Ameche|Wilford Brimley|Hume Cronyn
1476,2408,Daniel Petrie,Don Ameche|Wilford Brimley|Courteney Cox
1477,2409,Sylvester Stallone,Sylvester Stallone|Talia Shire|Burt Young
1478,2410,Sylvester Stallone,Sylvester Stallone|Talia Shire|Burt Young
1479,2411,Sylvester Stallone,Sylvester Stallone|Talia Shire|Burt Young
1480,2412,John G. Avildsen,Sylvester Stallone|Talia Shire|Burt Young
1481,2413,Jonathan Lynn,Eileen Brennan|Tim Curry|Madeline Kahn
1482,2414,Barry Levinson,Nicholas Rowe|Alan Cox|Sophie Ward
1483,2415,Jack Fisk,Sissy Spacek|Kevin Kline|Bonnie Bedelia
1484,2416,Alan Metter,Rodney Dangerfield|Sally Kellerman|Burt Young
1485,2417,Mike Nichols,Meryl Streep|Jack Nicholson|Jeff Daniels
1486,2418,Garry Marshall,Tom Hanks|Jackie Gleason|Eva Marie Saint
1487,2419,Robert M. Young,Farrah Fawcett|James Russo|Alfre Woodard
1488,2420,John G. Avildsen,Ralph Macchio|Pat Morita|Elisabeth Shue
1489,2421,John G. Avildsen,Pat Morita|Ralph Macchio|Pat E. Johnson
1490,2423,Jeremiah S. Chechik,Chevy Chase|Beverly D&apos;Angelo|Juliette Lewis
1491,2424,Nora Ephron,Tom Hanks|Meg Ryan|Greg Kinnear
1492,2427,Terrence Malick,Jim Caviezel|Sean Penn|Nick Nolte
1493,2428,Robert Rodriguez,Jordana Brewster|Clea DuVall|Laura Harris
1494,2429,Ron Underwood,Bill Paxton|Charlize Theron|Rade Serbedzija
1495,2430,Ernest B. Schoedsack,Terry Moore|Ben Johnson|Robert Armstrong
1496,2431,Tom Shadyac,Robin Williams|Daniel London|Monica Potter
1497,2432,Chris Columbus,Julia Roberts|Susan Sarandon|Ed Harris
1498,2433,Steven Zaillian,John Travolta|Robert Duvall|Kathleen Quinlan
1499,2435,Anthony Drazan,Sean Penn|Kevin Spacey|Chazz Palminteri
1500,2436,Franco Zeffirelli,Maggie Smith|Judi Dench|Joan Plowright
1501,2439,Paul Schrader,Nick Nolte|Sissy Spacek|James Coburn
1502,2442,Anand Tucker,Emily Watson|Rachel Griffiths|James Frain
1503,2443,Willard Carroll,Gillian Anderson|Ellen Burstyn|Sean Connery
1504,2445,Irwin Winkler,Val Kilmer|Mira Sorvino|Kelly McGillis
1505,2446,Neil Jordan,Annette Bening|Robert Downey Jr.|Katie Sagona
1506,2447,Brian Robbins,James Van Der Beek|Jon Voight|Paul Walker
1507,2448,John Bruno,Jamie Lee Curtis|Donald Sutherland|William Baldwin
1508,2451,Tibor Takács,Stephen Dorff|Christa Denton|Louis Tripp
1509,2453,Nick Castle,Lucy Deakins|Jay Underwood|Bonnie Bedelia
1510,2454,Kurt Neumann,David Hedison|Patricia Owens|Vincent Price
1511,2455,David Cronenberg,Jeff Goldblum|Geena Davis|John Getz
1512,2456,Chris Walas,Eric Stoltz|Daphne Zuniga|Lee Richardson
1513,2458,Mark L. Lester,John Candy|Meg Ryan|Eugene Levy
1514,2459,Tobe Hooper,Marilyn Burns|Edwin Neal|Allen Danziger
1515,2460,Tobe Hooper,Dennis Hopper|Caroline Williams|Jim Siedow
1516,2462,Kim Henkel,Renée Zellweger|Matthew McConaughey|Robert Jacks
1517,2463,Jim Abrahams|David Zucker|Jerry Zucker,Bette Midler|Danny DeVito|Judge Reinhold
1518,2465,Wes Craven,Matthew Labyorteaux|Kristy Swanson|Michael Sharrett
1519,2467,Jean-Jacques Annaud,Sean Connery|Christian Slater|Helmut Qualtinger
1520,2468,Penny Marshall,Whoopi Goldberg|Stephen Collins|John Wood
1521,2470,Peter Faiman,Paul Hogan|Linda Kozlowski|John Meillon
1522,2472,Jeff Kanew,Burt Lancaster|Kirk Douglas|Charles Durning
1523,2474,Martin Scorsese,Paul Newman|Tom Cruise|Mary Elizabeth Mastrantonio
1524,2476,Clint Eastwood,Clint Eastwood|Marsha Mason|Everett McGill
1525,2477,J. Lee Thompson,Chuck Norris|Louis Gossett Jr.|Melody Anderson
1526,2478,John Landis,Steve Martin|Chevy Chase|Martin Short
1527,2481,Ken Loach,Peter Mullan|Louise Goodall|Gary Lewis
1528,2482,Brian Gibson,Stephen Rea|Billy Connolly|Jimmy Nail
1529,2483,Álex de la Iglesia,Álex Angulo|Armando De Razza|Santiago Segura
1530,2485,Robert Iscove,Freddie Prinze Jr.|Rachael Leigh Cook|Matthew Lillard
1531,2488,Michael Powell,Karlheinz Böhm|Anna Massey|Moira Shearer
1532,2490,Brian Helgeland,Mel Gibson|Gregg Henry|Maria Bello
1533,2491,Mark Tarlov,Sarah Michelle Gellar|Sean Patrick Flanery|Patricia Clarkson
1534,2494,James Moll,Bill Basch|Martin Basch|Randolph Braham
1535,2495,René Laloux,Barry Bostwick|Jennifer Drake|Eric Baugin
1536,2496,Hugh Wilson,Brendan Fraser|Alicia Silverstone|Christopher Walken
1537,2497,Luis Mandoki,Kevin Costner|Robin Wright|Paul Newman
1538,2498,Donald Petrie,Christopher Lloyd|Jeff Daniels|Elizabeth Hurley
1539,2500,Darren Stein,Rose McGowan|Rebecca Gayheart|Julie Benz
1540,2501,Joe Johnston,Jake Gyllenhaal|Chris Cooper|Laura Dern
1541,2502,Mike Judge,Ron Livingston|Jennifer Aniston|David Herman
1542,2503,Samira Makhmalbaf,Massoumeh Naderi|Zahra Naderi|Ghorban Ali Naderi
1543,2504,Risa Bramon Garcia,Ben Affleck|Casey Affleck|Dave Chappelle
1544,2505,Joel Schumacher,Nicolas Cage|Joaquin Phoenix|James Gandolfini
1545,2506,Garry Marshall,Juliette Lewis|Diane Keaton|Giovanni Ribisi
1546,2511,Robert Altman,Elliott Gould|Nina van Pallandt|Sterling Hayden
1547,2512,Shôhei Imamura,Ken Ogata|Sumiko Sakamoto|Tonpei Hidari
1548,2513,Mary Lambert,Dale Midkiff|Denise Crosby|Fred Gwynne
1549,2514,Mary Lambert,Edward Furlong|Anthony Edwards|Clancy Brown
1550,2515,David Price,Terence Knox|Paul Scherrer|Ryan Bollman
1551,2516,James D.R. Hickox,Daniel Cerny|Ron Melendez|Jim Metzler
1552,2521,Jack Smight,Charlton Heston|Karen Black|George Kennedy
1553,2522,Jerry Jameson,Jack Lemmon|Lee Grant|Joseph Cotten
1554,2523,James Goldstone,George Segal|Timothy Bottoms|Richard Widmark
1555,2524,John Guillermin,Paul Newman|Steve McQueen|William Holden
1556,2525,Lewis Teague,Robert Forster|Robin Riker|Michael V. Gazzo
1557,2526,Ronald Neame,Sean Connery|Natalie Wood|Karl Malden
1558,2528,Michael Anderson,Michael York|Jenny Agutter|Richard Jordan
1559,2529,Franklin J. Schaffner,Charlton Heston|Roddy McDowall|Kim Hunter
1560,2530,Ted Post,James Franciscus|Kim Hunter|Maurice Evans
1561,2531,J. Lee Thompson,Roddy McDowall|Claude Akins|Natalie Trundy
1562,2532,J. Lee Thompson,Roddy McDowall|Don Murray|Ricardo Montalban
1563,2533,Don Taylor,Roddy McDowall|Kim Hunter|Bradford Dillman
1564,2534,Corey Allen|Lewis Teague,Rock Hudson|Mia Farrow|Robert Forster
1565,2535,Mark Robson,Charlton Heston|Ava Gardner|George Kennedy
1566,2538,Matthew Diamond,Andrew Asnes|Rachel Berman Benz|Patrick Corbin
1567,2540,James Foley,Chow Yun-Fat|Mark Wahlberg|Ric Young
1568,2546,Ulu Grosbard,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg
1569,2548,Katt Shea|Robert Mandel,Emily Bergl|Jason London|Dylan Bruno
1570,2549,Chris Roberts,Freddie Prinze Jr.|Matthew Lillard|Saffron Burrows
1571,2550,Robert Wise,Julie Harris|Claire Bloom|Richard Johnson
1572,2551,David Cronenberg,Jeremy Irons|Geneviève Bujold|Heidi von Palleske
1573,2552,Bob Balaban,Andrew Lowery|Traci Lind|Danny Zorn
1574,2553,Wolf Rilla,George Sanders|Barbara Shelley|Martin Stephens
1575,2555,Bob Clark,Kathleen Turner|Christopher Lloyd|Kim Cattrall
1576,2557,Gaspar Noé,Philippe Nahon|Blandine Lenoir|Frankie Pain
1577,2558,Bronwen Hughes,Sandra Bullock|Ben Affleck|Maura Tierney
1578,2559,Richard Rich,Miranda Richardson|Martin Vidnovic|Christiane Noll
1579,2560,Antonia Bird,Guy Pearce|Robert Carlyle|David Arquette
1580,2561,Clint Eastwood,Clint Eastwood|Isaiah Washington|LisaGay Hamilton
1581,2563,Marshall Herskovitz,Catherine McCormack|Rufus Sewell|Oliver Platt
1582,2565,Walter Lang,Yul Brynner|Deborah Kerr|Rita Moreno
1583,2566,Maurice Joyce,Thomas McHugh|Fred Newman|Chris Phillips
1584,2567,Ron Howard,Matthew McConaughey|Jenna Elfman|Geoffrey Blake
1585,2571,Lana Wachowski|Lilly Wachowski,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss
1586,2574,Sam Weisman,Steve Martin|Goldie Hawn|John Cleese
1587,2579,Christopher Nolan,Jeremy Theobald|Alex Haw|Lucy Russell
1588,2580,Doug Liman,Sarah Polley|Jay Mohr|Scott Wolf
1589,2582,Ringo Lam|Hark Tsui,Jackie Chan|Maggie Cheung|Teddy Robin Kwan
1590,2583,Robert Altman,Glenn Close|Julianne Moore|Liv Tyler
1591,2585,Julio Medem,Najwa Nimri|Fele Martínez|Nancho Novo
1592,2587,Ted Demme,Eddie Murphy|Martin Lawrence|Obba Babatundé
1593,2589,George Haas,Stephen Baldwin|Danny Nucci|George Newbern
1594,2590,Gillies MacKinnon,Kate Winslet|Bella Riza|Saïd Taghmaoui
1595,2593,Roberto Benigni,Roberto Benigni|Michel Blanc|Nicoletta Braschi
1596,2594,Alejandro Amenábar,Eduardo Noriega|Penélope Cruz|Chete Lera
1597,2596,James Merendino,Matthew Lillard|Michael A. Goorjian|Annabeth Gish
1598,2599,Alexander Payne,Matthew Broderick|Reese Witherspoon|Loren Nelson
1599,2600,David Cronenberg,Jude Law|Jennifer Jason Leigh|Ian Holm
1600,2605,Jon Amiel,Sean Connery|Catherine Zeta-Jones|Ving Rhames
1601,2606,Rodman Flender,Devon Sawa|Seth Green|Elden Henson
1602,2607,Simon Shore,Ben Silverstone|Brad Gorton|Charlotte Brittain
1603,2609,Tian-Ming Wu,Xu Zhu|Renying Zhou|Zhigang Zhao
1604,2611,David Mamet,Rebecca Pidgeon|Jeremy Northam|Nigel Hawthorne
1605,2612,Michael Curtiz,Joan Crawford|Jack Carson|Zachary Scott
1606,2613,Thom Eberhardt,Catherine Mary Stewart|Kelli Maroney|Robert Beltran
1607,2614,Jim Wynorski,Kelli Maroney|Tony O&apos;Dell|Russell Todd
1608,2615,Jonathan R. Betuel,John Stockwell|Danielle von Zerneck|Fisher Stevens
1609,2620,Paul Quinn,Aidan Quinn|James Caan|Jacob Tierney
1610,2622,Michael Hoffman,Kevin Kline|Michelle Pfeiffer|Rupert Everett
1611,2623,David Raynr,Deon Richmond|Donald Faison|Guy Torry
1612,2624,Hirokazu Koreeda,Arata Iura|Erika Oda|Susumu Terajima
1613,2625,Daniel Lee,Jet Li|Ching Wan Lau|Karen Mok
1614,2629,Peter Ho-Sun Chan,Kate Capshaw|Tom Everett Scott|Tom Selleck
1615,2630,Bernardo Bertolucci,Thandiwe Newton|David Thewlis|Claudio Santamaria
1616,2634,Terence Fisher,Peter Cushing|Christopher Lee|Yvonne Furneaux
1617,2640,Richard Donner,Christopher Reeve|Margot Kidder|Gene Hackman
1618,2641,Richard Lester|Richard Donner,Gene Hackman|Christopher Reeve|Margot Kidder
1619,2642,Richard Lester,Christopher Reeve|Richard Pryor|Margot Kidder
1620,2643,Sidney J. Furie,Christopher Reeve|Gene Hackman|Margot Kidder
1621,2644,Tod Browning|Karl Freund,Bela Lugosi|Helen Chandler|David Manners
1622,2648,James Whale,Colin Clive|Mae Clarke|Boris Karloff
1623,2652,Terence Fisher,Peter Cushing|Hazel Court|Robert Urquhart
1624,2654,George Waggner,Claude Rains|Warren William|Ralph Bellamy
1625,2655,Philippe Mora,Christopher Lee|Annie McEnroe|Reb Brown
1626,2656,Jack Arnold,John Agar|Mara Corday|Leo G. Carroll
1627,2657,Jim Sharman,Tim Curry|Susan Sarandon|Barry Bostwick
1628,2659,Malcolm Leo|Andrew Solt,Dan Aykroyd|John Candy|Cheech Marin
1629,2662,Byron Haskin,Gene Barry|Ann Robinson|Les Tremayne
1630,2664,Don Siegel,Kevin McCarthy|Dana Wynter|Larry Gates
1631,2665,Fred F. Sears,Hugh Marlowe|Joan Taylor|Donald Curtis
1632,2668,Wes Craven,Louis Jourdan|Adrienne Barbeau|Ray Wise
1633,2669,Lewis Milestone,Gregory Peck|Harry Guardino|Rip Torn
1634,2670,Robert Wise,Clark Gable|Burt Lancaster|Jack Warden
1635,2671,Roger Michell,Hugh Grant|Julia Roberts|Richard McCabe
1636,2672,Josef Rusnak,Craig Bierko|Gretchen Mol|Armin Mueller-Stahl
1637,2674,Mike Figgis,Julian Sands|Saffron Burrows|Stefano Dionisi
1638,2676,Jon Turteltaub,Anthony Hopkins|Cuba Gooding Jr.|Donald Sutherland
1639,2677,Wim Wenders,Compay Segundo|Ibrahim Ferrer|Rubén González
1640,2681,Robert Meyer Burnett,Rafer Weigel|Eric McCormack|William Shatner
1641,2682,John Sayles,David Strathairn|Mary Elizabeth Mastrantonio|Vanessa Martinez
1642,2683,Jay Roach,Mike Myers|Heather Graham|Michael York
1643,2688,Simon West,John Travolta|Madeleine Stowe|James Cromwell
1644,2691,Giuseppe Tornatore,Tim Roth|Pruitt Taylor Vince|Mélanie Thierry
1645,2692,Tom Tykwer,Franka Potente|Moritz Bleibtreu|Herbert Knaup
1646,2694,Dennis Dugan,Adam Sandler|Joey Lauren Adams|Jon Stewart
1647,2695,Rowan Woods,David Wenham|Toni Collette|Lynette Curran
1648,2696,Francis Veber,Thierry Lhermitte|Jacques Villeret|Francis Huster
1649,2697,Udayan Prasad,Om Puri|Rachel Griffiths|Akbar Kurtha
1650,2698,John Tatoulis,Peter Phelps|Carolyn Bock|William Zappa
1651,2699,Frank Marshall,Jeff Daniels|Julian Sands|John Goodman
1652,2700,Trey Parker,Trey Parker|Matt Stone|Mary Kay Bergman
1653,2707,Mark Pellington,Jeff Bridges|Tim Robbins|Joan Cusack
1654,2708,Éric Rohmer,Marie Rivière|Béatrice Romand|Alain Libolt
1655,2710,Daniel Myrick|Eduardo Sánchez,Heather Donahue|Michael C. Williams|Joshua Leonard
1656,2712,Stanley Kubrick,Tom Cruise|Nicole Kidman|Todd Field
1657,2713,Steve Miner,Bridget Fonda|Bill Pullman|Oliver Platt
1658,2716,Ivan Reitman,Bill Murray|Dan Aykroyd|Sigourney Weaver
1659,2717,Ivan Reitman,Bill Murray|Dan Aykroyd|Sigourney Weaver
1660,2718,Michael Patrick Jann,Kirsten Dunst|Denise Richards|Ellen Barkin
1661,2719,Jan de Bont,Liam Neeson|Catherine Zeta-Jones|Owen Wilson
1662,2720,David Kellogg,Matthew Broderick|Rupert Everett|Joely Fisher
1663,2722,Renny Harlin,Thomas Jane|Saffron Burrows|Samuel L. Jackson
1664,2723,Kinka Usher,Ben Stiller|Janeane Garofalo|William H. Macy
1665,2724,Garry Marshall,Julia Roberts|Richard Gere|Joan Cusack
1666,2725,Michael Polish,Michael Polish|Mark Polish|Michele Hicks
1667,2726,Stanley Kubrick,Sterling Hayden|Coleen Gray|Vince Edwards
1668,2727,Stanley Kubrick,Frank Silvera|Irene Kane|Jamie Smith
1669,2728,Stanley Kubrick|Anthony Mann,Kirk Douglas|Laurence Olivier|Jean Simmons
1670,2729,Stanley Kubrick,James Mason|Shelley Winters|Sue Lyon
1671,2730,Stanley Kubrick,Ryan O&apos;Neal|Marisa Berenson|Patrick Magee
1672,2733,Ken Kwapis,Cyndi Lauper|Jeff Goldblum|Ramon Bieri
1673,2734,Peter Weir,Harrison Ford|Helen Mirren|River Phoenix
1674,2735,Michael Ritchie,Eddie Murphy|J.L. Reate|Charles Dance
1675,2736,Gene Saks,Blythe Danner|Jonathan Silverman|Stacey Glick
1676,2737,Peter R. Hunt,Charles Bronson|Jill Ireland|Stephen Elliott
1677,2738,Bruce Beresford,Diane Keaton|Jessica Lange|Sissy Spacek
1678,2739,Steven Spielberg,Danny Glover|Whoopi Goldberg|Oprah Winfrey
1679,2740,Stephen Carpenter|Jeffrey Obrow,Rod Steiger|Kim Hunter|David Allen Brooks
1680,2741,Richard Pearce,Richard Gere|Kim Basinger|Jeroen Krabbé
1681,2742,Bertrand Blier,Gérard Depardieu|Michel Blanc|Miou-Miou
1682,2743,Jerrold Freedman,Victor Love|Matt Dillon|Elizabeth McGovern
1683,2744,Franco Zeffirelli,Plácido Domingo|Katia Ricciarelli|Justino Díaz
1684,2745,Roland Joffé,Robert De Niro|Jeremy Irons|Ray McAnally
1685,2746,Frank Oz,Rick Moranis|Ellen Greene|Vincent Gardenia
1686,2747,Roger Corman,Jonathan Haze|Jackie Joseph|Mel Welles
1687,2748,Gary Nelson,Richard Chamberlain|Sharon Stone|James Earl Jones
1688,2749,Sidney Lumet,Jane Fonda|Jeff Bridges|Raul Julia
1689,2750,Woody Allen,Mia Farrow|Dianne Wiest|Mike Starr
1690,2752,Arthur Hiller,Shelley Long|Bette Midler|Peter Coyote
1691,2754,Jeffrey Delman,Scott Valentine|Nicole Picard|Matt Mitler
1692,2757,Graeme Clifford,Jessica Lange|Jonathan Banks|Bonnie Bartlett
1693,2759,Andrew Fleming,Kirsten Dunst|Michelle Williams|Dan Hedaya
1694,2761,Brad Bird,Eli Marienthal|Harry Connick Jr.|Jennifer Aniston
1695,2762,M. Night Shyamalan,Bruce Willis|Haley Joel Osment|Toni Collette
1696,2764,Norman Jewison,Steve McQueen|Faye Dunaway|Paul Burke
1697,2765,Paul McGuigan,Stephen McCole|Maurice Roëves|Garry Sweeney
1698,2766,Tod Williams,Adrian Grenier|Clark Gregg|Aleksa Palladino
1699,2769,James Gray,Mark Wahlberg|Joaquin Phoenix|Charlize Theron
1700,2770,Frank Oz,Steve Martin|Eddie Murphy|Heather Graham
1701,2771,Jonathan Kaplan,Claire Danes|Kate Beckinsale|Bill Pullman
1702,2774,Anne Wheeler,Wendy Crewson|Karyn Dwyer|Christina Cox
1703,2775,Ana Kokkinos,Alex Dimitriades|Elle Mandalis|Damien Fotiou
1704,2779,Warren Beatty|Buck Henry,Warren Beatty|James Mason|Julie Christie
1705,2782,Roger Corman,Vincent Price|Barbara Steele|John Kerr
1706,2784,Roger Corman,Vincent Price|Hazel Court|Jane Asher
1707,2786,Gene Wilder,Gene Wilder|Gilda Radner|Dom DeLuise
1708,2790,Graham Baker,Sam Neill|Rossano Brazzi|Don Gordon
1709,2791,Jim Abrahams|David Zucker|Jerry Zucker,Robert Hays|Julie Hagerty|Leslie Nielsen
1710,2792,Ken Finkleman,Robert Hays|Julie Hagerty|Lloyd Bridges
1711,2794,Amy Heckerling,Chevy Chase|Beverly D&apos;Angelo|Dana Hill
1712,2795,Harold Ramis,Chevy Chase|Beverly D&apos;Angelo|Imogene Coca
1713,2797,Penny Marshall,Tom Hanks|Elizabeth Perkins|Robert Loggia
1714,2798,Dennis Dugan,Michael Oliver|John Ritter|Jack Warden
1715,2799,Brian Levant,John Ritter|Michael Oliver|Jack Warden
1716,2800,Masami Hata|Masanori Hata|William T. Hurtz,Gabriel Damon|Mickey Rooney|Rene Auberjonois
1717,2801,Gillian Armstrong,Ralph Fiennes|Cate Blanchett|Ciarán Hinds
1718,2802,Robert Towne,Mel Gibson|Michelle Pfeiffer|Kurt Russell
1719,2803,Alan J. Pakula,Julia Roberts|Denzel Washington|Sam Shepard
1720,2804,Bob Clark,Peter Billingsley|Melinda Dillon|Darren McGavin
1721,2805,Kelly Makin|Carl Gottlieb,Hugh Grant|Jeanne Tripplehorn|James Caan
1722,2806,Kevin Williamson,Helen Mirren|Marisa Coughlan|Katie Holmes
1723,2808,Roland Emmerich,Jean-Claude Van Damme|Dolph Lundgren|Ally Walker
1724,2810,Satoshi Kon,Junko Iwao|Rica Matsumoto|Shinpachi Tsuji
1725,2813,Chuck Workman,Johnny Depp|John Turturro|Dennis Hopper
1726,2817,John Glen,Louis Gossett Jr.|Rachel McLish|Paul Freeman
1727,2818,Sidney J. Furie,Louis Gossett Jr.|Jason Cadieux|Joanne Vannicola
1728,2819,Sydney Pollack,Robert Redford|Faye Dunaway|Cliff Robertson
1729,2822,John McTiernan,Sean Connery|Lorraine Bracco|José Wilker
1730,2824,Nanette Burstein|Brett Morgen,Sam Doumit|Martin Goldman|Harry Keitt
1731,2826,John McTiernan|Michael Crichton,Antonio Banderas|Diane Venora|Dennis Storhøi
1732,2827,Rand Ravich,Charlize Theron|Johnny Depp|Joe Morton
1733,2836,Michael Corrente,Shawn Hatosy|Amy Smart|Alec Baldwin
1734,2837,Rose Troche,Kevin McKidd|Julie Graham|Simon Callow
1735,2840,Rupert Wainwright,Patricia Arquette|Gabriel Byrne|Jonathan Pryce
1736,2841,David Koepp,Kevin Bacon|Zachary David Cope|Kathryn Erbe
1737,2843,Emir Kusturica,Bajram Severdzan|Srdjan &apos;Zika&apos; Todorovic|Branka Katic
1738,2844,Hampton Fancher,Owen Wilson|Sheryl Crow|Dwight Yoakam
1739,2847,Howard Hawks,Cary Grant|Jean Arthur|Rita Hayworth
1740,2848,Orson Welles,Orson Welles|Micheál MacLiammóir|Robert Coote
1741,2851,Stanley Donen|John Barry,Farrah Fawcett|Kirk Douglas|Harvey Keitel
1742,2852,Norman Jewison,Howard E. Rollins Jr.|Adolph Caesar|Art Evans
1743,2856,William Castle,Joan Crawford|John Ireland|Leif Erickson
1744,2858,Sam Mendes,Kevin Spacey|Annette Bening|Thora Birch
1745,2859,Jonathan Demme,David Byrne|Bernie Worrell|Alex Weir
1746,2860,Les Mayfield,Martin Lawrence|Luke Wilson|Peter Greene
1747,2861,Sam Raimi,Kevin Costner|Kelly Preston|John C. Reilly
1748,2862,Tinto Brass,Malcolm McDowell|Peter O&apos;Toole|Helen Mirren
1749,2863,Richard Lester,John Lennon|Paul McCartney|George Harrison
1750,2865,Allison Anders|Kurt Voss,Jade Gordon|John Taylor|Michael Des Barres
1751,2866,Steve Rash,Gary Busey|Don Stroud|Charles Martin Smith
1752,2867,Tom Holland,Chris Sarandon|William Ragsdale|Amanda Bearse
1753,2870,Gene Saks,Robert Redford|Jane Fonda|Charles Boyer
1754,2871,John Boorman,Jon Voight|Burt Reynolds|Ned Beatty
1755,2872,John Boorman,Nigel Terry|Helen Mirren|Nicholas Clay
1756,2874,George Abbott|Stanley Donen,Doris Day|John Raitt|Carol Haney
1757,2875,Jon Amiel,Richard Gere|Jodie Foster|Lanny Flaherty
1758,2876,Don Bluth|Gary Goldman,Jodi Benson|Gary Imhoff|Gino Conforti
1759,2877,Ken Russell,Roger Daltrey|Ann-Margret|Oliver Reed
1760,2878,Tom DeSimone,Linda Blair|Vincent Van Patten|Peter Barton
1761,2879,Jackie Chan,Jackie Chan|Carol &apos;Do Do&apos; Cheng|Eva Cobo
1762,2880,Jackie Chan|Eric Tsang,Jackie Chan|Alan Tam|Lola Forner
1763,2881,Bruce Beresford,Ashley Judd|Tommy Lee Jones|Bruce Greenwood
1764,2882,Peter Kassovitz,Robin Williams|Hannah Taylor Gordon|Éva Igó
1765,2883,Lawrence Kasdan,Loren Dean|Hope Davis|Jason Lee
1766,2885,Audrey Wells,Sarah Polley|Stephen Rea|Jean Smart
1767,2886,Gary Halvorson,Kevin Clash|Mandy Patinkin|Vanessa Williams
1768,2887,Kevin Alyn Elders,Dennis Rodman|Dane Cook|John Pinette
1769,2888,John Schultz,Melissa Joan Hart|Adrian Grenier|Stephen Collins
1770,2890,David O. Russell,George Clooney|Mark Wahlberg|Ice Cube
1771,2891,Mark Illsley,Jeremy Northam|Steve Zahn|William H. Macy
1772,2892,Abel Ferrara,Christopher Walken|Willem Dafoe|Asia Argento
1773,2893,Jake Scott,Robert Carlyle|Jonny Lee Miller|Iain Robertson
1774,2894,Catherine Breillat,Caroline Ducey|Sagamore Stévenin|François Berléand
1775,2896,Edward Dmytryk,William Holden|Richard Widmark|Janice Rule
1776,2897,Federico Fellini,Freddie Jones|Barbara Jefford|Victor Poletti
1777,2898,George A. Romero,Timothy Hutton|Amy Madigan|Michael Rooker
1778,2899,Dave Fleischer|Willard Bowsky|Orestes Calpini,Jessica Dragonette|Lanny Ross|Pinto Colvig
1779,2900,George A. Romero,Jason Beghe|John Pankow|Kate McNeil
1780,2901,Don Coscarelli,A. Michael Baldwin|Bill Thornbury|Reggie Bannister
1781,2902,Richard Franklin,Anthony Perkins|Vera Miles|Meg Tilly
1782,2903,Anthony Perkins,Anthony Perkins|Diana Scarwid|Jeff Fahey
1783,2905,Akira Kurosawa,Toshirô Mifune|Tatsuya Nakadai|Keiju Kobayashi
1784,2906,Sydney Pollack,Harrison Ford|Kristin Scott Thomas|Charles S. Dutton
1785,2907,Bruce McCulloch,Molly Shannon|Will Ferrell|Elaine Hendrix
1786,2908,Kimberly Peirce,Hilary Swank|Chloë Sevigny|Peter Sarsgaard
1787,2912,Steven Soderbergh,Terence Stamp|Peter Fonda|Lesley Ann Warren
1788,2915,Paul Brickman,Tom Cruise|Rebecca De Mornay|Joe Pantoliano
1789,2916,Paul Verhoeven,Arnold Schwarzenegger|Sharon Stone|Michael Ironside
1790,2921,Clint Eastwood,Clint Eastwood|Verna Bloom|Marianna Hill
1791,2922,Ted Post,Clint Eastwood|Inger Stevens|Pat Hingle
1792,2924,Woo-Ping Yuen,Jackie Chan|Siu-Tin Yuen|Jeong-lee Hwang
1793,2926,John Waters,Sonny Bono|Ruth Brown|Divine
1794,2927,David Lean,Celia Johnson|Trevor Howard|Stanley Holloway
1795,2928,John Byrum,Bill Murray|Theresa Russell|Denholm Elliott
1796,2931,Emir Kusturica,Davor Dujmovic|Bora Todorovic|Ljubica Adzovic
1797,2932,Terrence Malick,Richard Gere|Brooke Adams|Sam Shepard
1798,2935,Preston Sturges,Barbara Stanwyck|Henry Fonda|Charles Coburn
1799,2936,Preston Sturges,Joel McCrea|Veronica Lake|Robert Warwick
1800,2937,Preston Sturges,Claudette Colbert|Joel McCrea|Mary Astor
1801,2939,Henry Hathaway,Marilyn Monroe|Joseph Cotten|Jean Peters
1802,2940,Charles Vidor,Rita Hayworth|Glenn Ford|George Macready
1803,2941,Joshua Logan,Rossano Brazzi|Mitzi Gaynor|John Kerr
1804,2942,Adrian Lyne,Jennifer Beals|Michael Nouri|Lilia Skala
1805,2943,Régis Wargnier,Catherine Deneuve|Vincent Perez|Linh-Dan Pham
1806,2944,Robert Aldrich,Lee Marvin|Ernest Borgnine|Charles Bronson
1807,2947,Guy Hamilton,Sean Connery|Gert Fröbe|Honor Blackman
1808,2948,Terence Young,Sean Connery|Robert Shaw|Lotte Lenya
1809,2950,Randal Kleiser,Brooke Shields|Christopher Atkins|Leo McKern
1810,2952,Paul Thomas Anderson,Philip Baker Hall|John C. Reilly|Gwyneth Paltrow
1811,2953,Chris Columbus,Macaulay Culkin|Joe Pesci|Daniel Stern
1812,2956,Ridley Scott,Tom Berenger|Mimi Rogers|Lorraine Bracco
1813,2959,David Fincher,Brad Pitt|Edward Norton|Meat Loaf
1814,2961,Rob Reiner,Bruce Willis|Michelle Pfeiffer|Colleen Rennison
1815,2962,David Evans,Colin Firth|Ruth Gemmell|Luke Aikman
1816,2964,Harmony Korine,Ewen Bremner|Brian Fisk|Chloë Sevigny
1817,2965,Robert Marcarelli,Casper Van Dien|Michael York|Catherine Oxenberg
1818,2966,David Lynch,Richard Farnsworth|Sissy Spacek|Jane Galloway Heitz
